
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           FSE04 rear suspension                               

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]

     0.00   100.00     0.00     0.06     0.00    -0.06     0.00     0.46     0.00     1.35    -1.30     0.00     0.00    -0.31     0.20   661.63   712.01
     0.00  -100.00     0.00    -0.06     0.00     0.06     0.00    -0.46     0.00     1.25    -1.30     0.00     0.00    -0.09     0.20   762.26   712.01
     0.00     0.00   100.00     0.00    -0.06     0.00    -0.06     0.00    -0.46     1.30    -1.25     0.00     0.00    -0.20     0.09   712.01   762.26
     0.00     0.00  -100.00     0.00     0.06     0.00     0.06     0.00     0.46     1.30    -1.35     0.00     0.00    -0.20     0.31   712.01   661.63
     2.00   100.00     0.00     0.11     0.05    -0.20     0.14     1.95     1.49     1.41    -1.36     0.04     0.04    -0.39     0.28   717.54   768.10
     2.00  -100.00     0.00    -0.01     0.05    -0.08     0.14     1.03     1.49     1.31    -1.36     0.04     0.04    -0.16     0.28   818.54   768.10
     2.00     0.00   100.00     0.05    -0.01    -0.14     0.08     1.49     1.03     1.36    -1.31     0.04     0.04    -0.28     0.16   768.10   818.54
     2.00     0.00  -100.00     0.05     0.11    -0.14     0.20     1.49     1.95     1.36    -1.41     0.04     0.04    -0.28     0.39   768.10   717.54
     4.00   100.00     0.00     0.15     0.10    -0.35     0.29     3.44     2.98     1.47    -1.42     0.07     0.07    -0.46     0.35   773.09   823.84
     4.00  -100.00     0.00     0.04     0.10    -0.23     0.29     2.52     2.98     1.36    -1.42     0.08     0.07    -0.24     0.35   874.47   823.84
     4.00     0.00   100.00     0.10     0.04    -0.29     0.23     2.98     2.52     1.42    -1.36     0.07     0.08    -0.35     0.24   823.84   874.47
     4.00     0.00  -100.00     0.10     0.15    -0.29     0.35     2.98     3.44     1.42    -1.47     0.07     0.07    -0.35     0.46   823.84   773.09
     6.00   100.00     0.00     0.20     0.15    -0.51     0.45     4.94     4.48     1.53    -1.47     0.11     0.11    -0.54     0.43   828.25   879.21
     6.00  -100.00     0.00     0.09     0.15    -0.38     0.45     4.02     4.48     1.42    -1.47     0.11     0.11    -0.31     0.43   930.03   879.21
     6.00     0.00   100.00     0.15     0.09    -0.45     0.38     4.48     4.02     1.47    -1.42     0.11     0.11    -0.43     0.31   879.21   930.03
     6.00     0.00  -100.00     0.15     0.20    -0.45     0.51     4.48     4.94     1.47    -1.53     0.11     0.11    -0.43     0.54   879.21   828.25
     8.00   100.00     0.00     0.25     0.20    -0.68     0.61     6.44     5.98     1.58    -1.53     0.15     0.15    -0.61     0.50   883.02   934.19
     8.00  -100.00     0.00     0.14     0.20    -0.54     0.61     5.52     5.98     1.48    -1.53     0.15     0.15    -0.39     0.50   985.22   934.19
     8.00     0.00   100.00     0.20     0.14    -0.61     0.54     5.98     5.52     1.53    -1.48     0.15     0.15    -0.50     0.39   934.19   985.22
     8.00     0.00  -100.00     0.20     0.25    -0.61     0.68     5.98     6.44     1.53    -1.58     0.15     0.15    -0.50     0.61   934.19   883.02
    10.00   100.00     0.00     0.30     0.25    -0.85     0.78     7.95     7.48     1.64    -1.59     0.19     0.19    -0.69     0.57   937.36   988.75
    10.00  -100.00     0.00     0.19     0.25    -0.71     0.78     7.02     7.48     1.54    -1.59     0.19     0.19    -0.46     0.57  1040.00   988.75
    10.00     0.00   100.00     0.25     0.19    -0.78     0.71     7.48     7.02     1.59    -1.54     0.19     0.19    -0.57     0.46   988.75  1040.00
    10.00     0.00  -100.00     0.25     0.30    -0.78     0.85     7.48     7.95     1.59    -1.64     0.19     0.19    -0.57     0.69   988.75   937.36
    12.00   100.00     0.00     0.36     0.30    -1.03     0.96     9.46     8.99     1.70    -1.65     0.22     0.22    -0.76     0.65   991.27  1042.89
    12.00  -100.00     0.00     0.24     0.30    -0.89     0.96     8.52     8.99     1.60    -1.65     0.22     0.22    -0.54     0.65  1094.36  1042.89
    12.00     0.00   100.00     0.30     0.24    -0.96     0.89     8.99     8.52     1.65    -1.60     0.22     0.22    -0.65     0.54  1042.89  1094.36
    12.00     0.00  -100.00     0.30     0.36    -0.96     1.03     8.99     9.46     1.65    -1.70     0.22     0.22    -0.65     0.76  1042.89   991.27
    14.00   100.00     0.00     0.41     0.35    -1.22     1.15    10.97    10.50     1.76    -1.71     0.26     0.26    -0.83     0.72  1044.70  1096.57
    14.00  -100.00     0.00     0.29     0.35    -1.08     1.15    10.03    10.50     1.65    -1.71     0.26     0.26    -0.61     0.72  1148.27  1096.57
    14.00     0.00   100.00     0.35     0.29    -1.15     1.08    10.50    10.03     1.71    -1.65     0.26     0.26    -0.72     0.61  1096.57  1148.27
    14.00     0.00  -100.00     0.35     0.41    -1.15     1.22    10.50    10.97     1.71    -1.76     0.26     0.26    -0.72     0.83  1096.57  1044.70
    16.00   100.00     0.00     0.46     0.40    -1.42     1.35    12.49    12.01     1.82    -1.77     0.30     0.30    -0.90     0.79  1097.65  1149.76
    16.00  -100.00     0.00     0.35     0.40    -1.27     1.35    11.54    12.01     1.71    -1.77     0.30     0.30    -0.69     0.79  1201.71  1149.76
    16.00     0.00   100.00     0.40     0.35    -1.35     1.27    12.01    11.54     1.77    -1.71     0.30     0.30    -0.79     0.69  1149.76  1201.71
    16.00     0.00  -100.00     0.40     0.46    -1.35     1.42    12.01    12.49     1.77    -1.82     0.30     0.30    -0.79     0.90  1149.76  1097.65
    18.00   100.00     0.00     0.51     0.46    -1.63     1.55    14.01    13.53     1.88    -1.83     0.34     0.34    -0.97     0.87  1150.07  1202.44
    18.00  -100.00     0.00     0.40     0.46    -1.47     1.55    13.06    13.53     1.77    -1.83     0.34     0.34    -0.76     0.87  1254.65  1202.44
    18.00     0.00   100.00     0.46     0.40    -1.55     1.47    13.53    13.06     1.83    -1.77     0.34     0.34    -0.87     0.76  1202.44  1254.65
    18.00     0.00  -100.00     0.46     0.51    -1.55     1.63    13.53    14.01     1.83    -1.88     0.34     0.34    -0.87     0.97  1202.44  1150.07
    20.00   100.00     0.00     0.57     0.51    -1.85     1.76    15.54    15.06     1.94    -1.89     0.37     0.37    -1.05     0.94  1201.93  1254.59
    20.00  -100.00     0.00     0.45     0.51    -1.68     1.76    14.58    15.06     1.83    -1.89     0.37     0.37    -0.83     0.94  1307.07  1254.59
    20.00     0.00   100.00     0.51     0.45    -1.76     1.68    15.06    14.58     1.89    -1.83     0.37     0.37    -0.94     0.83  1254.59  1307.07
